"Product","product_map","Category"
"carbapenem-hydrolyzing class A beta-lactamase FRI-9","A46282","beta-lactamase"
"carbapenem-hydrolyzing class A beta-lactamase GES-14","A46910","beta-lactamase"
"carbapenem-hydrolyzing class A beta-lactamase GES-16","A31799","beta-lactamase"
"carbapenem-hydrolyzing class A beta-lactamase GES-20","A35364","beta-lactamase"
"carbapenem-hydrolyzing class A beta-lactamase GES-24","A29010","beta-lactamase"
"carbapenem-hydrolyzing class A beta-lactamase GES-4","A58701","beta-lactamase"
"carbapenem-hydrolyzing class A beta-lactamase GES-5","A36041","beta-lactamase"
"carbapenem-hydrolyzing class A beta-lactamase GES-51","A43351","beta-lactamase"
"carbapenem-hydrolyzing class A beta-lactamase IMI-1","A41666","beta-lactamase"
"carbapenem-hydrolyzing class A beta-lactamase IMI-2","A44187","beta-lactamase"
"carbapenem-hydrolyzing class A beta-lactamase IMI-22","A57922","beta-lactamase"
"carbapenem-hydrolyzing class A beta-lactamase IMI-23","A57923","beta-lactamase"
"carbapenem-hydrolyzing class A beta-lactamase KPC-2","A18595","beta-lactamase"
"carbapenem-hydrolyzing class A beta-lactamase KPC-24","A63123","beta-lactamase"
"carbapenem-hydrolyzing class A beta-lactamase KPC-3","A24453","beta-lactamase"
"carbapenem-hydrolyzing class A beta-lactamase KPC-4","A38859","beta-lactamase"
"carbapenem-hydrolyzing class A beta-lactamase KPC-6","A39722","beta-lactamase"
"carbapenem-hydrolyzing class A beta-lactamase SFC-1","A66377","beta-lactamase"
"carbapenem-hydrolyzing class A beta-lactamase SFC-2","A39055","beta-lactamase"
"carbapenem-hydrolyzing class A beta-lactamase SME-4","A38854","beta-lactamase"
"carbapenem-hydrolyzing class D beta-lactamase OXA-214","A33448","beta-lactamase"
"carbapenem-hydrolyzing class D beta-lactamase OXA-23","A55853","beta-lactamase"
"carbapenem-hydrolyzing class D beta-lactamase OXA-58","A25222","beta-lactamase"
"carbapenem-hydrolyzing class D beta-lactamase RAD-1","A38818","beta-lactamase"
"carbapenem-hydrolyzing oxacillinase OXA-75 (beta-lactamase OXA-75)","A68644","beta-lactamase"
"carbenicillin-hydrolyzing class A beta-lactamase CARB-17","A41038","beta-lactamase"
"carbenicillin-hydrolyzing class A beta-lactamase CARB-18","A26108","beta-lactamase"
"carbenicillin-hydrolyzing class A beta-lactamase CARB-20","A58837","beta-lactamase"
"carbenicillin-hydrolyzing class A beta-lactamase CARB-21","A36149","beta-lactamase"
"carbenicillin-hydrolyzing class A beta-lactamase CARB-22","A45887","beta-lactamase"
"carbenicillin-hydrolyzing class A beta-lactamase CARB-23","A66452","beta-lactamase"
"carbenicillin-hydrolyzing class A beta-lactamase CARB-24","A42300","beta-lactamase"
"carbenicillin-hydrolyzing class A beta-lactamase CARB-30","A32176","beta-lactamase"
"carbenicillin-hydrolyzing class A beta-lactamase CARB-32","A66420","beta-lactamase"
"carbenicillin-hydrolyzing class A beta-lactamase CARB-42","A30657","beta-lactamase"
"carbenicillin-hydrolyzing class A beta-lactamase CARB-46","A44853","beta-lactamase"
"carbenicillin-hydrolyzing class A beta-lactamase CARB-56","A46603","beta-lactamase"
"carbenicillin-hydrolyzing class A beta-lactamase CARB-57","A37255","beta-lactamase"
"cation/multidrug efflux pump","A39369","multidrug"
"cation/multidrug efflux pump acrB2","A65309","multidrug"
"cation/multidrug efflux pump acrB4","A65643","multidrug"
"cation/multidrug efflux pump, AcrB family","A65428","multidrug"
"CAU/MBL1b family subclass B3 metallo-beta-lactamase","A22235","beta-lactamase"
"CblA family class A beta-lactamase","A26895","beta-lactamase"
"CBP family penicillin-hydrolyzing class A beta-lactamase","A45843","beta-lactamase"
"CcmA, ABC-type multidrug transport system, ATPase","A39782","multidrug"
"CDD family class D beta-lactamase","A13660","beta-lactamase"
"cefepime-hydrolyzing class C beta-lactamase ADC-33","A35661","beta-lactamase"
"cefepime-hydrolyzing class C beta-lactamase ADC-56","A25454","beta-lactamase"
"CepA family extended-spectrum class A beta-lactamase","A35825","beta-lactamase"
"cephalosporin-hydrolyzing class A beta-lactamase ROB-1","A66272","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase","A62141","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACC-1","A27138","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACC-1a","A50298","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACC-1c","A38480","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACT-102","A51456","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACT-103","A43243","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACT-115","A40662","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACT-12","A46746","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACT-15","A43263","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACT-16","A30987","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACT-17","A7902","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACT-23","A27295","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACT-24","A27133","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACT-25","A39632","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACT-27","A42999","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACT-28","A40247","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACT-35","A62420","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACT-37","A42001","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACT-4","A60520","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACT-40","A39290","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACT-42","A71042","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACT-44","A50749","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACT-45","A35375","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACT-46","A46892","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACT-47","A64266","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACT-51","A61153","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACT-52","A51407","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACT-53","A61978","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACT-55","A31331","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACT-56","A37752","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACT-57","A51554","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACT-6","A40546","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACT-64","A69350","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACT-65","A56864","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACT-67","A51536","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACT-74","A31905","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACT-75","A55774","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACT-77","A39719","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACT-84","A24760","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACT-87","A55637","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACT-89","A45238","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACT-90","A41785","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACT-93","A61417","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACT-95","A60517","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase ACT-99","A57481","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase CepS","A71209","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase EC-5","A24642","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase FOX-5","A40230","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase MIR-10","A71223","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase MIR-14","A62170","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase MIR-15","A29532","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase MIR-17","A71045","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase MIR-19","A31738","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase MIR-20","A61863","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase MIR-21","A64188","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase MIR-22","A44993","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase MIR-23","A60147","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase MIR-3","A36760","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase MIR-5","A43350","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase MIR-7","A35918","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase PDC-1","A28350","beta-lactamase"
"cephalosporin-hydrolyzing class C beta-lactamase SRT-2","A38853","beta-lactamase"
"CfiA family subclass B1 metallo-beta-lactamase","A58694","beta-lactamase"
"CfxA family broad-spectrum class A beta-lactamase","A36312","beta-lactamase"
"CfxA family class A extended-spectrum beta-lactamase","A46768","beta-lactamase"
"CGA/CIA family class A beta-lactamase","A27077","beta-lactamase"
"chloramphenical resistance permease RarD","A63713","chloramphenicol"
"chloramphenicol acetyltransferase","A15597","chloramphenicol"
"chloramphenicol acetyltransferase CAT","A18265","chloramphenicol"
"chloramphenicol efflux MFS transporter","A33998","chloramphenicol"
"chloramphenicol efflux MFS transporter CmlA1","A20301","chloramphenicol"
"chloramphenicol efflux MFS transporter CmlA10","A34176","chloramphenicol"
"chloramphenicol efflux MFS transporter CmlA4","A55091","chloramphenicol"
"chloramphenicol efflux MFS transporter CmlA5","A25492","chloramphenicol"
"chloramphenicol efflux MFS transporter CmlA6","A32771","chloramphenicol"
"chloramphenicol efflux MFS transporter CmlA8","A30272","chloramphenicol"
"chloramphenicol efflux MFS transporter CmlB1","A45213","chloramphenicol"
"chloramphenicol efflux MFS transporter CmlR","A71263","chloramphenicol"
"chloramphenicol efflux MFS transporter CmlV","A40930","chloramphenicol"
"chloramphenicol efflux MFS transporter Cmx","A26065","chloramphenicol"
"chloramphenicol hydrolase","A36192","chloramphenicol"
"chloramphenicol O-acetyltransferase","A39138","chloramphenicol"
"chloramphenicol phosphotransferase","A21863","chloramphenicol"
"chloramphenicol phosphotransferase CPT","A16725","chloramphenicol"
"chloramphenicol phosphotransferase CPT family protein","A4393","chloramphenicol"
"chloramphenicol phosphotransferase family protein","A70776","chloramphenicol"
"chloramphenicol resistance","A68176","chloramphenicol"
"chloramphenicol resistance leader peptide","A50585","chloramphenicol"
"chloramphenicol resistance permease RarD","A70564","chloramphenicol"
"chloramphenicol resistance protein","A22560","chloramphenicol"
"chloramphenicol/florfenicol efflux MFS transporter FexA","A21624","chloramphenicol"
"chloramphenicol/florfenicol efflux MFS transporter FexB","A29707","chloramphenicol"
"chloramphenicol/florfenicol efflux MFS transporter FloR","A12121","chloramphenicol"
"chloramphenicol/florfenicol efflux MFS transporter FloR2","A26087","chloramphenicol"
"chloroquine resistance protein","A30624","unclassified"
"CHM family subclass B1 metallo-beta-lactamase","A52272","beta-lactamase"
"choline/ethanolamine kinase--aminoglycoside phosphotransferase","A39723","aminoglycoside"
"CIA family extended-spectrum class A beta-lactamase","A41133","beta-lactamase"
"class A beta-lactamase","A10660","beta-lactamase"
"class A beta-lactamase-related serine hydrolase","A26154","beta-lactamase"
"class A beta-lactamase ARL-2","A43358","beta-lactamase"
"class A beta-lactamase ARL-6","A71164","beta-lactamase"
"class A beta-lactamase BCL-1","A45209","beta-lactamase"
"class A beta-lactamase Bla1","A15879","beta-lactamase"
"class A beta-lactamase BlaA","A29879","beta-lactamase"
"class A beta-lactamase BlaC","A4220","beta-lactamase"
"class A beta-lactamase BlaIII","A24263","beta-lactamase"
"class A beta-lactamase BlaP","A9540","beta-lactamase"
"class A beta-lactamase BOR-1","A22343","beta-lactamase"
"class A beta-lactamase BRO-1","A41057","beta-lactamase"
"class A beta-lactamase BRO-2","A62684","beta-lactamase"
"class A beta-lactamase FONA-1","A61255","beta-lactamase"
"class A beta-lactamase FONA-10","A42920","beta-lactamase"
"class A beta-lactamase FONA-11","A39052","beta-lactamase"
"class A beta-lactamase FONA-12","A52531","beta-lactamase"
"class A beta-lactamase FONA-7","A58703","beta-lactamase"
"class A beta-lactamase FONA-8","A46869","beta-lactamase"
"class A beta-lactamase FTU-1","A26289","beta-lactamase"
"class A beta-lactamase HBL-1","A23546","beta-lactamase"
"class A beta-lactamase HER-3","A60578","beta-lactamase"
"class A beta-lactamase LAP-1","A46237","beta-lactamase"
"class A beta-lactamase LAP-2","A18590","beta-lactamase"
"class A beta-lactamase LEN-11","A41765","beta-lactamase"
"class A beta-lactamase LEN-13","A35024","beta-lactamase"
"class A beta-lactamase LEN-16","A26784","beta-lactamase"
"class A beta-lactamase LEN-17","A38683","beta-lactamase"
"class A beta-lactamase LEN-19","A51626","beta-lactamase"
"class A beta-lactamase LEN-2","A41883","beta-lactamase"
"class A beta-lactamase LEN-22","A57874","beta-lactamase"
"class A beta-lactamase LEN-25","A50555","beta-lactamase"
"class A beta-lactamase LEN-26","A37942","beta-lactamase"
"class A beta-lactamase LEN-27","A32499","beta-lactamase"
"class A beta-lactamase LEN-28","A60287","beta-lactamase"
"class A beta-lactamase LEN-30","A55640","beta-lactamase"
"class A beta-lactamase LEN-32","A45848","beta-lactamase"
"class A beta-lactamase LEN-38","A44778","beta-lactamase"
"class A beta-lactamase LEN-41","A36925","beta-lactamase"
"class A beta-lactamase LEN-51","A62118","beta-lactamase"
"class A beta-lactamase LEN-8","A26110","beta-lactamase"
"class A beta-lactamase LEN-9","A43672","beta-lactamase"
"class A beta-lactamase PAU-1","A58787","beta-lactamase"
"class A beta-lactamase PEN-A1","A60249","beta-lactamase"
"class A beta-lactamase PEN-A18","A61342","beta-lactamase"
"class A beta-lactamase PEN-A28","A45911","beta-lactamase"
"class A beta-lactamase PEN-A32","A61312","beta-lactamase"
"class A beta-lactamase PEN-A33","A37728","beta-lactamase"
"class A beta-lactamase PEN-A34","A44627","beta-lactamase"
"class A beta-lactamase PEN-A37","A64281","beta-lactamase"
"class A beta-lactamase PEN-A8","A57549","beta-lactamase"
"class A beta-lactamase PEN-A9","A44701","beta-lactamase"
"class A beta-lactamase PEN-B1","A52311","beta-lactamase"
"class A beta-lactamase PEN-J","A70916","beta-lactamase"
"class A beta-lactamase PEN-L","A22206","beta-lactamase"
"class A beta-lactamase PLA-2a","A39928","beta-lactamase"
"class A beta-lactamase PLA-4","A61390","beta-lactamase"
"class A beta-lactamase SCO-1","A42317","beta-lactamase"
"class A beta-lactamase SGM-5","A70732","beta-lactamase"
"class A beta-lactamase SGM-7","A62497","beta-lactamase"
"class A beta-lactamase SHV-110","A32165","beta-lactamase"
"class A beta-lactamase SHV-119","A41780","beta-lactamase"
"class A beta-lactamase SHV-168","A30919","beta-lactamase"
"class A beta-lactamase SHV-186","A61476","beta-lactamase"
"class A beta-lactamase SHV-205","A44073","beta-lactamase"
"class A beta-lactamase SHV-207","A51518","beta-lactamase"
"class A beta-lactamase SHV-214","A61319","beta-lactamase"
"class A beta-lactamase SHV-217","A51210","beta-lactamase"
"class A beta-lactamase SHV-224","A64147","beta-lactamase"
"class A beta-lactamase SHV-226","A62665","beta-lactamase"
"class A beta-lactamase SHV-37","A39220","beta-lactamase"
"class A beta-lactamase TEM-156","A43035","beta-lactamase"
"class A beta-lactamase TEM-176","A33642","beta-lactamase"
"class A beta-lactamase TEM-181","A51535","beta-lactamase"
"class A beta-lactamase TEM-190","A57262","beta-lactamase"
"class A beta-lactamase TEM-210","A64098","beta-lactamase"
