Genome,Replicon,plasmid_count,plasmid_total_size,toxin_chromosome,biofilm_chromosome,toxin_plasmid,biofilm_plasmid
GCF_000012785.1,NC_007434.1 chromosome;NC_007435.1 chromosome,0,0,32,0,0,0
GCF_000012805.1,NC_007483.1 plasmid;NC_007484.1 chromosome,1,40420,61,0,4,0
GCF_000012825.1,NC_009614.1 chromosome,0,0,19,0,0,0
GCF_000012845.1,NC_009615.1 chromosome,0,0,21,0,0,0
GCF_000012865.1,NC_007503.1 chromosome,0,0,11,0,0,0
GCF_000012885.1,NC_007498.2 chromosome,0,0,10,0,0,0
GCF_000012925.1,NC_007515.1 plasmid;NC_007517.1 chromosome,1,13762,27,0,1,0
GCF_000012945.1,NC_007509.1 chromosome;NC_007510.1 chromosome;NC_007511.1 chromosome,0,0,43,0,0,0
GCF_000012965.1,NC_007575.1 chromosome,0,0,22,0,0,0
GCF_000012985.1,NC_007645.1 chromosome,0,0,22,0,0,0
GCF_000013005.1,NC_007722.1 chromosome,0,0,13,0,0,0
GCF_000013025.1,NC_008358.1 chromosome,0,0,6,0,0,0
GCF_000013045.1,NC_007677.1 chromosome;NC_007678.1 plasmid,1,35505,10,0,0,0
GCF_000013085.1,NC_007641.1 plasmid;NC_007643.1 chromosome,1,53732,57,0,2,0
GCF_000013125.1,NC_007797.1 chromosome,0,0,2,0,0,0
GCF_000013145.1,NC_007799.1 chromosome,0,0,2,0,0,0
GCF_000013165.1,NC_007798.1 chromosome,0,0,1,0,0,0
GCF_000013185.1,NC_007984.1 chromosome,0,0,0,0,0,0
GCF_000013205.1,NC_007775.1 chromosome,0,0,3,0,0,0
GCF_000013225.1,NC_007776.1 chromosome,0,0,3,0,0,0
GCF_000013245.1,NC_008086.1 chromosome;NC_008087.1 plasmid,1,9370,9,0,1,0
GCF_000013265.1,NC_007941.1 plasmid;NC_007946.1 chromosome,1,114230,68,6,6,0
GCF_000013285.1,NC_008261.1 chromosome,0,0,12,1,0,0
GCF_000013305.1,NC_008253.1 chromosome,0,0,71,7,0,0
GCF_000013325.1,NC_007794.1 chromosome;NC_009426.1 plasmid;NC_009427.1 plasmid,2,671730,10,0,3,0
GCF_000013345.1,NC_007777.1 chromosome,0,0,53,0,0,0
GCF_000013365.1,NC_007778.1 chromosome,0,0,54,0,0,0
GCF_000013385.1,NC_007760.1 chromosome,0,0,9,0,0,0
GCF_000013405.1,NC_007759.1 chromosome,0,0,11,0,0,0
GCF_000013425.1,NC_007795.1 chromosome,0,0,22,0,0,0
GCF_000013445.1,NC_007796.1 chromosome,0,0,44,0,0,0
GCF_000013465.1,NC_007790.1 plasmid;NC_007791.1 plasmid;NC_007792.1 plasmid;NC_007793.1 chromosome,3,44700,52,0,0,0
GCF_000013485.1,NC_008021.1 chromosome,0,0,28,0,0,0
GCF_000013505.1,NC_008022.1 chromosome,0,0,29,0,0,0
GCF_000013525.1,NC_008023.1 chromosome,0,0,20,0,0,0
GCF_000013545.1,NC_008024.1 chromosome,0,0,30,0,0,0
GCF_000013565.1,NC_007801.1 plasmid;NC_007802.1 chromosome,1,86072,13,0,0,0
GCF_000013585.1,NC_008258.1 chromosome,0,0,58,7,0,0
GCF_000013605.1,NC_007901.1 plasmid;NC_007908.1 chromosome,1,257447,18,0,3,0
GCF_000013625.1,NC_009659.1 chromosome,0,0,15,0,0,0
GCF_000013645.1,NC_007951.1 chromosome;NC_007952.1 chromosome;NC_007953.1 chromosome,0,0,54,0,0,0
GCF_000013665.1,NC_007912.1 chromosome,0,0,13,0,0,0
GCF_000013705.1,NC_007947.1 chromosome,0,0,6,0,0,0
GCF_000013725.1,NC_007955.1 chromosome,0,0,4,0,0,0
GCF_000013765.1,NC_007954.1 chromosome,0,0,9,0,0,0
GCF_000013785.1,NC_009434.1 chromosome,0,0,11,4,0,0
GCF_000013805.1,NC_008118.1 plasmid;NC_008119.1 plasmid;NC_008149.1 chromosome,2,111696,53,3,3,0
GCF_000013825.1,NC_008120.1 plasmid;NC_008121.1 plasmid;NC_008122.1 plasmid;NC_008150.1 chromosome,3,177547,55,3,5,0
GCF_000013845.2,NC_008262.1 chromosome;NC_008263.1 plasmid;NC_008264.1 plasmid,2,24603,15,2,1,0
GCF_000013865.1,NC_007948.1 chromosome;NC_007949.1 plasmid;NC_007950.1 plasmid,2,698412,25,0,8,0
GCF_000013885.1,NC_007959.1 plasmid;NC_007960.1 plasmid;NC_007961.1 plasmid;NC_007964.1 chromosome,3,604555,20,0,18,0
GCF_000013905.1,NC_007968.1 plasmid;NC_007969.1 chromosome,1,41221,7,0,4,0
GCF_000013945.1,NC_008508.1 chromosome;NC_008509.1 chromosome,0,0,16,0,0,0
GCF_000013965.1,NC_008510.1 chromosome;NC_008511.1 chromosome,0,0,16,0,0,0
GCF_000013985.1,NC_008036.1 plasmid;NC_008048.1 chromosome,1,28543,17,0,0,0
GCF_000014005.1,NC_008009.1 chromosome,0,0,29,0,0,0
GCF_000014025.1,NC_009850.1 chromosome,0,0,9,0,0,0
GCF_000014045.1,NC_008209.1 chromosome;NC_008386.1 plasmid;NC_008387.1 plasmid;NC_008388.1 plasmid;NC_008389.1 plasmid,4,198137,5,0,5,0
GCF_000014065.1,NC_008042.1 plasmid;NC_008043.1 plasmid;NC_008044.1 chromosome,2,952761,6,0,1,0
GCF_000014105.1,NC_010120.1 chromosome,0,0,22,0,0,0
GCF_000014125.1,NC_008593.1 chromosome,0,0,10,0,0,0
GCF_000014145.1,NC_008255.1 chromosome,0,0,14,0,0,0
GCF_000014185.1,NC_008148.1 chromosome,0,0,4,0,0,0
GCF_000014205.1,NC_009009.1 chromosome,0,0,4,0,0,0
GCF_000014285.2,NC_008343.2 chromosome,0,0,13,0,0,0
GCF_000014345.1,NC_009879.1 chromosome,0,0,3,0,0,0
GCF_000014365.2,NC_008533.2 chromosome,0,0,30,1,0,0
GCF_000014385.1,NC_008528.1 chromosome,0,0,7,0,0,0
GCF_000014405.1,NC_008529.1 chromosome,0,0,7,0,0,0
GCF_000014425.1,NC_008530.1 chromosome,0,0,16,0,0,0
GCF_000014445.1,NC_008496.1 plasmid;NC_008531.1 chromosome,1,37367,15,0,1,0
GCF_000014465.1,NC_008497.1 chromosome;NC_008498.1 plasmid;NC_008499.1 plasmid,2,49008,8,0,6,0
GCF_000014485.1,NC_008500.1 plasmid;NC_008501.1 plasmid;NC_008532.1 chromosome,2,7810,11,0,0,0
GCF_000014505.1,NC_008525.1 chromosome,0,0,8,0,0,0
GCF_000014525.1,NC_008502.1 plasmid;NC_008526.1 chromosome,1,29061,27,0,1,0
GCF_000014545.1,NC_008503.1 plasmid;NC_008504.1 plasmid;NC_008505.1 plasmid;NC_008506.1 plasmid;NC_008507.1 plasmid;NC_008527.1 chromosome,5,159759,13,0,4,0
GCF_000014565.1,NC_008268.1 chromosome;NC_008269.1 plasmid;NC_008270.1 plasmid;NC_008271.1 plasmid,3,1897972,14,0,9,0
GCF_000014585.1,NC_008319.1 chromosome,0,0,5,0,0,0
GCF_000014605.1,NC_008369.1 chromosome,0,0,5,0,0,0
GCF_000014625.1,NC_008463.1 chromosome,0,0,32,9,0,0
GCF_000014645.1,NC_008601.1 chromosome,0,0,5,0,0,0
GCF_000014685.1,NC_008321.1 chromosome,0,0,10,0,0,0
GCF_000014705.1,NC_008345.1 chromosome,0,0,9,0,0,0
GCF_000014725.1,NC_008346.1 chromosome,0,0,48,0,0,0
GCF_000014745.1,NC_008347.1 chromosome,0,0,18,0,0,0
GCF_000014765.1,NC_008341.1 plasmid;NC_008342.1 plasmid;NC_008344.1 chromosome,2,120767,15,0,3,0
GCF_000014785.1,NC_008340.1 chromosome,0,0,13,0,0,0
GCF_000014805.1,NC_008570.1 chromosome,0,0,10,0,0,0
GCF_000014845.1,NC_008563.1 chromosome;NC_009837.1 plasmid;NC_009838.1 plasmid,2,415628,69,7,19,0
GCF_000014865.1,NC_008576.1 chromosome,0,0,31,0,0,0
GCF_000014885.1,NC_011566.1 chromosome,0,0,4,0,0,0
GCF_000014925.1,NC_008711.1 chromosome;NC_008712.1 plasmid;NC_008713.1 plasmid,2,628962,18,0,4,0
GCF_000014945.1,NC_008553.1 chromosome,0,0,0,0,0,0
GCF_000014965.1,NC_008554.1 chromosome,0,0,19,0,0,0
GCF_000014985.1,NC_008595.1 chromosome,0,0,24,0,0,0
GCF_000015005.1,NC_008596.1 chromosome,0,0,19,0,0,0
GCF_000015025.1,NC_008578.1 chromosome,0,0,4,0,0,0
GCF_000015045.1,NC_008607.1 plasmid;NC_008608.1 plasmid;NC_008609.1 chromosome,2,233119,21,0,4,0
GCF_000015065.1,NC_008598.1 plasmid;NC_008600.1 chromosome,1,55939,35,1,0,0
GCF_000015085.1,NC_008599.1 chromosome,0,0,12,0,0,0
GCF_000015105.1,NC_008610.1 chromosome,0,0,1,0,0,0
GCF_000015125.1,NC_008639.1 chromosome,0,0,53,0,0,0
GCF_000015145.1,NC_008818.1 chromosome,0,0,8,0,0,0
GCF_000015165.1,NC_009475.1 plasmid;NC_009485.1 chromosome,1,228826,23,0,4,0
GCF_000015185.1,NC_008750.1 chromosome,0,0,15,0,0,0
GCF_000015205.1,NC_008701.1 chromosome,0,0,1,0,0,0
GCF_000015225.1,NC_008696.1 plasmid;NC_008698.1 chromosome,1,31504,10,0,0,0
GCF_000015245.1,NC_008700.1 chromosome,0,0,4,0,0,0
GCF_000015265.1,NC_008697.1 plasmid;NC_008699.1 chromosome,1,307814,16,0,0,0
GCF_000015285.1,NC_008709.1 chromosome,0,0,4,0,0,0
GCF_000015305.1,NC_008726.1 chromosome,0,0,26,0,0,0
GCF_000015325.1,NC_008752.1 chromosome,0,0,25,0,0,0
GCF_000015345.1,NC_009446.1 chromosome,0,0,14,0,0,0
GCF_000015365.1,NC_008738.1 plasmid;NC_008739.1 plasmid;NC_008740.1 chromosome,2,452913,25,0,3,0
GCF_000015385.1,NC_010080.1 chromosome,0,0,28,0,0,0
GCF_000015445.1,NC_008783.1 chromosome,0,0,6,0,0,0
GCF_000015465.1,NC_008784.1 chromosome;NC_008785.1 chromosome,0,0,9,0,0,0
GCF_000015485.1,NC_008741.1 plasmid;NC_008751.1 chromosome,1,198504,17,1,1,0
GCF_000015505.1,NC_008757.1 plasmid;NC_008758.1 plasmid;NC_008759.1 plasmid;NC_008760.1 plasmid;NC_008761.1 plasmid;NC_008762.1 plasmid;NC_008763.1 plasmid;NC_008764.1 plasmid;NC_008781.1 chromosome,8,955852,32,0,19,0
GCF_000015525.1,NC_008770.1 plasmid;NC_008787.1 chromosome;NC_008790.1 plasmid,2,82498,14,0,3,0
GCF_000015565.1,NC_008771.1 plasmid;NC_008786.1 chromosome,1,31194,74,0,5,0
GCF_000015585.1,NC_008789.1 chromosome,0,0,12,0,0,0
GCF_000015605.1,NC_008835.1 chromosome;NC_008836.1 chromosome,0,0,13,0,0,0
GCF_000015625.1,NC_009079.1 chromosome;NC_009080.1 chromosome,0,0,13,0,0,0
GCF_000015645.1,NC_008816.1 chromosome,0,0,1,0,0,0
GCF_000015665.1,NC_008817.1 chromosome,0,0,1,0,0,0
GCF_000015685.1,NC_008819.1 chromosome,0,0,1,0,0,0
GCF_000015705.1,NC_008820.1 chromosome,0,0,3,0,0,0
GCF_000015725.1,NC_008825.1 chromosome;NC_008826.1 plasmid,1,599444,17,0,4,0
GCF_000015745.1,NC_009328.1 chromosome;NC_009329.1 plasmid,1,57693,14,0,0,0
GCF_000015765.1,NC_008942.1 chromosome,0,0,3,0,0,0
GCF_000015785.2,NC_009725.2 chromosome,0,0,23,1,0,0
GCF_000015805.1,NC_009073.1 chromosome,0,0,2,0,0,0
GCF_000015825.1,NC_009051.1 chromosome,0,0,21,0,0,0
GCF_000015845.1,NC_009035.1 plasmid;NC_009036.1 plasmid;NC_009037.1 plasmid;NC_009038.1 plasmid;NC_009052.1 chromosome,4,215520,10,0,5,0
GCF_000015865.1,NC_009012.1 chromosome,0,0,27,0,0,0
GCF_000015885.1,NC_009053.1 chromosome,0,0,25,0,0,0
GCF_000015905.1,NC_009074.1 chromosome;NC_009075.1 chromosome,0,0,24,0,0,0
GCF_000015925.1,NC_009076.1 chromosome;NC_009078.1 chromosome,0,0,31,0,0,0
GCF_000015945.1,NC_009033.1 chromosome,0,0,4,0,0,0
GCF_000015965.1,NC_009091.1 chromosome,0,0,2,0,0,0
GCF_000016045.1,NC_009140.1 plasmid;NC_011079.1 plasmid;NC_011080.1 chromosome,2,180078,33,8,1,0
GCF_000016065.1,NC_009092.1 chromosome,0,0,5,0,0,0
GCF_000016105.1,NC_009257.1 chromosome,0,0,4,0,0,0
GCF_000016125.1,NC_009135.1 chromosome;NC_009136.1 plasmid,1,8285,4,0,0,0
GCF_000016145.1,NC_009525.1 chromosome,0,0,145,0,0,0
GCF_000016165.1,NC_009253.1 chromosome,0,0,14,0,0,0
GCF_000016185.1,NC_011420.2 chromosome,0,0,50,0,0,0
GCF_000016245.1,NC_009456.1 chromosome;NC_009457.1 chromosome,0,0,55,1,0,0
GCF_000016265.1,NC_011983.1 chromosome;NC_011985.1 chromosome;NC_011987.1 plasmid;NC_011990.1 plasmid;NC_011994.1 plasmid,3,617257,58,0,2,0
GCF_000016285.1,NC_011981.1 plasmid;NC_011982.1 plasmid;NC_011984.1 plasmid;NC_011986.1 plasmid;NC_011988.1 chromosome;NC_011989.1 chromosome;NC_011991.1 plasmid,5,1311384,31,0,9,0
GCF_000016305.1,NC_009648.1 chromosome;NC_009649.1 plasmid;NC_009650.1 plasmid;NC_009651.1 plasmid;NC_009652.1 plasmid;NC_009653.1 plasmid,5,379774,37,6,9,0
GCF_000016325.1,NC_009425.1 plasmid;NC_009436.1 chromosome,1,157749,37,7,13,0
GCF_000016345.1,NC_009379.1 chromosome,0,0,11,0,0,0
GCF_000016385.1,NC_009376.1 chromosome,0,0,11,0,0,0
GCF_000016425.1,NC_009380.1 chromosome,0,0,29,0,0,0
GCF_000016445.1,NC_009377.1 plasmid;NC_009378.1 plasmid;NC_009381.1 chromosome,2,208517,54,3,4,0
GCF_000016465.1,NC_009566.1 chromosome,0,0,22,0,0,0
GCF_000016485.1,NC_009567.1 chromosome,0,0,10,0,0,0
GCF_000016505.1,NC_009466.1 plasmid;NC_009706.1 chromosome,1,59182,19,0,2,0
GCF_000016525.1,NC_009515.1 chromosome,0,0,2,0,0,0
GCF_000016545.1,NC_009437.1 chromosome,0,0,32,0,0,0
GCF_000016625.1,NC_009897.1 plasmid;NC_009900.1 chromosome,1,15286,27,0,0,0
GCF_000016645.1,NC_009441.1 chromosome,0,0,24,1,0,0
GCF_000016665.1,NC_009523.1 chromosome,0,0,33,0,0,0
GCF_000016685.1,NC_010278.1 chromosome,0,0,22,0,0,0
GCF_000016725.1,NC_009467.1 plasmid;NC_009468.1 plasmid;NC_009469.1 plasmid;NC_009470.1 plasmid;NC_009471.1 plasmid;NC_009472.1 plasmid;NC_009473.1 plasmid;NC_009474.1 plasmid;NC_009484.1 chromosome,8,573853,8,0,25,0
GCF_000016745.1,NC_009483.1 chromosome,0,0,104,0,0,0
GCF_000016785.1,NC_009486.1 chromosome,0,0,6,0,0,0
GCF_000016805.1,NC_009477.1 plasmid;NC_009487.1 chromosome,1,30429,48,0,3,0
GCF_000016825.1,NC_009513.1 chromosome,0,0,10,0,0,0
GCF_000016845.1,NC_009504.1 chromosome;NC_009505.1 chromosome,0,0,8,0,0,0
GCF_000016905.1,NC_009616.1 chromosome,0,0,4,0,0,0
GCF_000016925.1,NC_009565.1 chromosome,0,0,145,0,0,0
GCF_000016945.1,NC_009704.1 plasmid;NC_009705.1 plasmid;NC_009708.1 chromosome,2,211819,66,3,6,0
GCF_000016965.1,NC_009617.1 chromosome,0,0,14,0,0,0
GCF_000016985.1,NC_009633.1 chromosome,0,0,23,0,0,0
GCF_000017005.1,NC_009785.1 chromosome,0,0,8,0,0,0
GCF_000017025.1,NC_009697.1 chromosome,0,0,13,0,0,0
GCF_000017045.1,NC_009698.1 chromosome,0,0,12,0,0,0
GCF_000017065.1,NC_009699.1 chromosome;NC_009700.1 plasmid,1,17531,16,0,2,0
GCF_000017085.1,NC_010063.1 plasmid;NC_010079.1 chromosome;NC_012417.1 plasmid,2,30166,51,0,2,0
GCF_000017105.1,NC_009726.1 plasmid;NC_009727.1 chromosome,1,54179,16,0,2,0
GCF_000017145.1,NC_009620.1 plasmid;NC_009621.1 plasmid;NC_009622.1 plasmid;NC_009636.1 chromosome,3,3035672,23,0,22,0
GCF_000017165.1,NC_009634.1 chromosome,0,0,2,0,0,0
GCF_000017185.1,NC_009635.1 chromosome,0,0,1,0,0,0
GCF_000017205.1,NC_009656.1 chromosome,0,0,37,6,0,0
GCF_000017265.1,NC_011143.1 plasmid;NC_011144.1 chromosome,1,382976,7,0,3,0
GCF_000017305.1,NC_009660.1 plasmid;NC_009664.2 chromosome;NC_009806.1 plasmid,2,195489,16,0,0,0
GCF_000017325.1,NC_009661.1 plasmid;NC_009665.1 chromosome,1,83224,16,0,4,0
GCF_000017405.1,NC_009667.1 chromosome;NC_009668.1 chromosome;NC_009669.1 plasmid;NC_009670.1 plasmid;NC_009671.1 plasmid;NC_009672.1 plasmid,4,422569,21,0,18,0
GCF_000017425.1,NC_009673.1 plasmid;NC_009674.1 chromosome,1,7135,29,1,0,0
GCF_000017465.2,NC_009715.2 chromosome,0,0,8,0,0,0
GCF_000017485.1,NC_009707.1 chromosome,0,0,18,0,0,0
GCF_000017505.1,NC_009675.1 chromosome,0,0,15,0,0,0
GCF_000017545.1,NC_009718.1 chromosome,0,0,3,0,0,0
GCF_000017565.1,NC_009719.1 chromosome,0,0,34,0,0,0
GCF_000017585.1,NC_009713.1 plasmid;NC_009714.1 chromosome,1,3678,9,0,0,0
GCF_000017605.1,NC_010842.1 chromosome;NC_010845.1 chromosome;NC_010846.1 plasmid,1,74117,26,0,1,0
GCF_000017625.1,NC_009712.1 chromosome,0,0,19,0,0,0
GCF_000017665.1,NC_009778.1 chromosome;NC_009779.1 plasmid;NC_009780.1 plasmid,2,162404,30,2,1,1
GCF_000017685.1,NC_010602.1 chromosome;NC_010843.1 chromosome;NC_010844.1 plasmid,1,74116,26,0,1,0
GCF_000017705.1,NC_009777.1 plasmid;NC_009783.1 chromosome;NC_009784.1 chromosome,1,89008,17,0,3,0
GCF_000017725.2,NC_009795.1 plasmid;NC_009796.1 plasmid;NC_009802.2 chromosome,2,47406,18,0,4,0
GCF_000017745.1,NC_009786.1 plasmid;NC_009787.1 plasmid;NC_009788.1 plasmid;NC_009789.1 plasmid;NC_009790.1 plasmid;NC_009791.1 plasmid;NC_009801.1 chromosome,6,269669,89,10,18,0
GCF_000017765.1,NC_009800.1 chromosome,0,0,68,9,0,0
GCF_000017785.1,NC_009749.1 chromosome,0,0,4,0,0,0
GCF_000017805.1,NC_009767.1 chromosome,0,0,21,0,0,0
GCF_000017845.1,NC_010539.1 plasmid;NC_010541.1 plasmid;NC_010542.1 plasmid;NC_010543.1 plasmid;NC_010546.1 chromosome;NC_010547.1 chromosome,4,96405,97,0,3,0
GCF_000017865.1,NC_009828.1 chromosome,0,0,8,0,0,0
GCF_000017885.4,NC_009848.4 chromosome,0,0,21,2,0,0
GCF_000017905.1,NC_009839.1 chromosome,0,0,14,0,0,0
GCF_000017945.1,NC_009776.1 chromosome,0,0,0,0,0,0
GCF_000017965.1,NC_010381.1 plasmid;NC_010382.1 chromosome,1,177642,22,0,4,0
GCF_000017985.1,NC_012967.1 chromosome,0,0,68,10,0,0
GCF_000018025.1,NC_009831.1 chromosome,0,0,4,0,0,0
GCF_000018045.1,NC_009792.1 chromosome;NC_009793.1 plasmid;NC_009794.1 plasmid,2,14895,29,5,4,0
GCF_000018065.1,NC_009840.1 chromosome,0,0,1,0,0,0
GCF_000018105.1,NC_009925.1 chromosome;NC_009926.1 plasmid;NC_009927.1 plasmid;NC_009928.1 plasmid;NC_009929.1 plasmid;NC_009930.1 plasmid;NC_009931.1 plasmid;NC_009932.1 plasmid;NC_009933.1 plasmid;NC_009934.1 plasmid,9,1857875,53,0,32,0
GCF_000018125.1,NC_011375.1 chromosome,0,0,23,0,0,0
GCF_000018145.1,NC_009952.1 chromosome;NC_009955.1 plasmid;NC_009956.1 plasmid;NC_009957.1 plasmid;NC_009958.1 plasmid;NC_009959.1 plasmid,5,628284,7,0,15,0
GCF_000018185.1,NC_017617.1 chromosome,0,0,12,0,0,0
GCF_000018205.1,NC_009881.1 chromosome,0,0,22,0,0,0
GCF_000018225.1,NC_009882.1 chromosome,0,0,20,0,0,0
GCF_000018245.1,NC_009883.1 chromosome,0,0,33,0,0,0
GCF_000018285.1,NC_009901.1 chromosome,0,0,9,0,0,0
GCF_000018305.1,NC_009954.1 chromosome,0,0,2,0,0,0
GCF_000018325.1,NC_009922.1 chromosome,0,0,6,0,0,0
GCF_000018345.1,NC_010604.1 plasmid;NC_010612.1 chromosome,1,23317,16,0,0,0
GCF_000018365.1,NC_011529.1 chromosome,0,0,8,0,0,0
GCF_000018385.1,NC_012124.1 plasmid;NC_012125.1 chromosome,1,55414,30,9,4,0
GCF_000018405.1,NC_009943.1 chromosome,0,0,49,0,0,0
GCF_000018425.1,NC_010424.1 chromosome,0,0,30,0,0,0
GCF_000018445.1,NC_010605.1 plasmid;NC_010606.1 plasmid;NC_010611.1 chromosome,2,92645,12,1,5,0
GCF_000018465.1,NC_010085.1 chromosome,0,0,2,1,0,0
GCF_000018505.1,NC_010070.1 plasmid;NC_010084.1 chromosome;NC_010086.1 chromosome;NC_010087.1 chromosome,1,167422,35,0,2,0
GCF_000018525.1,NC_010103.1 chromosome;NC_010104.1 chromosome,0,0,10,0,0,0
GCF_000018545.1,NC_000914.2 plasmid;NC_012586.1 plasmid;NC_012587.1 chromosome,2,2966198,8,0,64,0
GCF_000018605.1,NC_010003.1 chromosome,0,0,7,0,0,0
GCF_000018625.1,NC_010067.1 chromosome,0,0,39,8,0,0
GCF_000018665.1,NC_010002.1 chromosome,0,0,49,0,0,0
GCF_000018685.1,NC_010001.1 chromosome,0,0,8,0,0,0
GCF_000018705.1,NC_010102.1 chromosome,0,0,36,9,0,0
GCF_000018725.1,NC_010740.1 chromosome;NC_010742.1 chromosome,0,0,8,0,0,0
GCF_000018745.1,NC_010115.1 plasmid;NC_010117.1 chromosome,1,37317,14,0,1,0
GCF_000018765.1,NC_009997.1 chromosome;NC_009998.1 plasmid;NC_009999.1 plasmid;NC_010000.1 plasmid,3,200261,17,0,12,0
GCF_000018785.1,NC_010163.1 chromosome,0,0,4,0,0,0
GCF_000018805.1,NC_010157.1 plasmid;NC_010158.1 plasmid;NC_010159.1 chromosome,2,182760,51,3,6,0
GCF_000018825.1,NC_010180.1 plasmid;NC_010181.1 plasmid;NC_010182.1 plasmid;NC_010183.1 plasmid;NC_010184.1 chromosome,4,609968,27,1,7,0
GCF_000018845.1,NC_010172.1 chromosome,0,0,32,0,0,0
GCF_000018865.1,NC_010175.1 chromosome,0,0,12,0,0,0
GCF_000018885.1,NC_010168.1 chromosome,0,0,12,0,0,0
GCF_000018905.1,NC_010167.1 chromosome;NC_010169.1 chromosome,0,0,9,0,0,0
GCF_000018925.1,NC_010677.1 chromosome,0,0,3,0,0,0
GCF_000018945.1,NC_011978.1 chromosome,0,0,8,0,0,0
GCF_000018965.1,NC_012468.1 chromosome,0,0,37,1,0,0
GCF_000018985.1,NC_012466.1 chromosome,0,0,35,1,0,0
GCF_000019005.1,NC_012467.1 chromosome,0,0,33,1,0,0
GCF_000019025.1,NC_012469.1 chromosome,0,0,31,1,0,0
GCF_000019045.1,NC_011567.1 chromosome,0,0,16,0,0,0
GCF_000019065.1,NC_010320.1 chromosome,0,0,7,0,0,0
GCF_000019085.1,NC_010321.1 chromosome,0,0,13,0,0,0
GCF_000019125.1,NC_010322.1 chromosome,0,0,22,0,0,0
GCF_000019165.1,NC_010337.2 chromosome,0,0,5,0,0,0
GCF_000019185.1,NC_010334.1 chromosome,0,0,7,0,0,0
GCF_000019205.1,NC_012039.1 chromosome;NC_012040.1 plasmid,1,46201,8,0,0,0
GCF_000019225.1,NC_010995.1 chromosome,0,0,28,0,0,0
GCF_000019265.1,NC_010380.1 chromosome,0,0,36,1,0,0
GCF_000019305.1,NC_010379.1 plasmid;NC_010516.1 chromosome,1,148780,12,0,5,0
GCF_000019325.1,NC_010513.1 chromosome,0,0,33,0,0,0
GCF_000019345.1,NC_010503.1 chromosome,0,0,1,0,0,0
GCF_000019365.1,NC_010373.1 plasmid;NC_010374.1 plasmid;NC_010511.1 chromosome,2,77970,24,0,1,0
GCF_000019385.1,NC_010468.1 chromosome,0,0,62,9,0,0
GCF_000019405.1,NC_010519.1 chromosome,0,0,31,0,0,0
GCF_000019425.1,NC_010473.1 chromosome,0,0,77,9,0,0
GCF_000019485.1,NC_010474.1 plasmid;NC_010475.1 chromosome;NC_010476.1 plasmid;NC_010477.1 plasmid;NC_010478.1 plasmid;NC_010479.1 plasmid;NC_010480.1 plasmid,6,401888,21,0,17,0
GCF_000019505.1,NC_010508.1 chromosome;NC_010512.1 chromosome;NC_010515.1 chromosome,0,0,52,0,0,0
GCF_000019525.1,NC_010506.1 chromosome,0,0,8,0,0,0
GCF_000019545.1,NC_010418.1 plasmid;NC_010520.1 chromosome,1,266785,11,0,5,0
GCF_000019565.1,NC_011281.1 plasmid;NC_011282.1 plasmid;NC_011283.1 chromosome,2,279018,41,6,7,0
GCF_000019585.2,NC_010717.2 chromosome,0,0,35,0,0,0
GCF_000019605.1,NC_010482.1 chromosome,0,0,7,0,0,0
GCF_000019625.1,NC_010483.1 chromosome,0,0,7,0,0,0
GCF_000019645.1,NC_010485.1 plasmid;NC_010486.1 plasmid;NC_010487.1 plasmid;NC_010488.1 plasmid;NC_010498.1 chromosome,4,146988,82,9,15,0
GCF_000019665.1,NC_010794.1 chromosome,0,0,3,0,0,0
GCF_000019705.1,NC_011244.1 chromosome;NC_011246.1 plasmid;NC_011252.1 plasmid;NC_011253.1 plasmid;NC_011255.1 plasmid;NC_011258.1 plasmid;NC_011260.1 plasmid;NC_011263.1 plasmid,7,311182,3,0,0,0
GCF_000019725.1,NC_010502.1 plasmid;NC_010504.1 plasmid;NC_010505.1 chromosome;NC_010507.1 plasmid;NC_010509.1 plasmid;NC_010510.1 plasmid;NC_010514.1 plasmid;NC_010517.1 plasmid;NC_010518.1 plasmid,8,821277,19,0,13,0
GCF_000019765.1,NC_010577.1 chromosome;NC_010579.1 plasmid,1,38297,37,0,0,0
GCF_000019785.1,NC_010524.1 chromosome,0,0,21,0,0,0
GCF_000019805.1,NC_010525.1 chromosome,0,0,1,0,0,0
GCF_000019825.1,NC_011072.1 chromosome,0,0,36,1,0,0
GCF_000019845.1,NC_010578.1 plasmid;NC_010580.1 plasmid;NC_010581.1 chromosome,2,248463,24,0,8,0
GCF_000019865.1,NC_011527.1 chromosome,0,0,17,0,0,0
GCF_000019885.1,NC_011526.1 plasmid;NC_011528.1 chromosome,1,39280,14,0,1,0
GCF_000019905.1,NC_010549.1 plasmid;NC_010550.1 plasmid;NC_010556.1 chromosome,2,6650,12,0,0,0
GCF_000019925.1,NC_010551.1 chromosome;NC_010552.1 chromosome;NC_010553.1 plasmid;NC_010557.1 chromosome,1,301592,48,0,11,0
GCF_000019945.1,NC_010721.1 plasmid;NC_010725.1 chromosome;NC_010727.1 plasmid,2,48556,76,0,2,0
GCF_000019965.1,NC_010571.1 chromosome,0,0,11,0,0,0
GCF_000019985.1,NC_010582.1 chromosome,0,0,35,1,0,0
GCF_000020005.1,NC_010715.1 plasmid;NC_010718.1 chromosome;NC_010724.1 plasmid,2,25896,1,0,1,0
